Time,,,,,0,1,2,3,4,5,6,7,8
decrease episodeless suceptible,"1","High-risk","non-vaccinated",,0.012296,0.0130934,0.0140653,0.0154391,0.017362,0.0198979,0.0230673,0.026885,0.0313843
decrease episodeless suceptible,"1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
decrease episodeless suceptible,"1","Low-risk","non-vaccinated",,0.29515,0.314291,0.337621,0.370597,0.416754,0.477625,0.553703,0.645342,0.753343
decrease episodeless suceptible,"2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
decrease episodeless suceptible,"2","High-risk","non-vaccinated",,0.0024824,0.00264339,0.0028396,0.00311696,0.00350517,0.00401713,0.00465699,0.00542773,0.00633608
decrease episodeless suceptible,"2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
decrease episodeless suceptible,"2","Low-risk","non-vaccinated",,0.0523392,0.0557334,0.0598705,0.0657182,0.0739033,0.0846976,0.0981885,0.114439,0.133591
decrease lost immunity,"0","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
decrease lost immunity,"0","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
decrease lost immunity,"0","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
decrease lost immunity,"0","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
decrease lost immunity,"1","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
decrease lost immunity,"1","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
decrease lost immunity,"1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
decrease lost immunity,"1","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
decrease lost immunity,"2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
decrease lost immunity,"2","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
decrease lost immunity,"2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
decrease lost immunity,"2","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
"Decrease week-E",,,,,0,0,0,0,0,0,0,0.461007,0.490904
DfromDH,,,,,0.145299,0.145299,0.145299,0.145299,0.145299,0.145299,0.145299,0.145299,0.145299
Die at critical care,"0","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Die at critical care,"0","High-risk","non-vaccinated",,0,5.45572E-20,1.60168E-15,3.50677E-13,1.18474E-11,1.49608E-10,1.03382E-09,4.76909E-09,1.65028E-08
Die at critical care,"0","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Die at critical care,"0","Low-risk","non-vaccinated",,0,3.27825E-19,9.62423E-15,2.10715E-12,7.11888E-11,8.98967E-10,6.21205E-09,2.86566E-08,9.91625E-08
Die at critical care,"1","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Die at critical care,"1","High-risk","non-vaccinated",,0,1.7009E-19,4.99348E-15,1.09329E-12,3.69359E-11,4.66425E-10,3.22309E-09,1.48683E-08,5.145E-08
Die at critical care,"1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Die at critical care,"1","Low-risk","non-vaccinated",,0,1.80765E-14,4.17351E-11,2.23208E-09,2.83073E-08,1.69421E-07,6.44116E-07,1.81565E-06,4.15283E-06
Die at critical care,"2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Die at critical care,"2","High-risk","non-vaccinated",,0,3.4339E-20,1.00812E-15,2.2072E-13,7.45687E-12,9.4165E-11,6.50699E-10,3.00172E-09,1.03871E-08
Die at critical care,"2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Die at critical care,"2","Low-risk","non-vaccinated",,0,1.81002E-19,5.31382E-15,1.16342E-12,3.93054E-11,4.96346E-10,3.42985E-09,1.58222E-08,5.47505E-08
Die at home,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Die at home,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Die at home,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Die at home,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Die at home,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Die at home,"0",not isolated,"High-risk","non-vaccinated",0,3.65177E-11,8.75917E-09,1.4124E-07,8.10941E-07,2.72267E-06,6.61907E-06,1.30231E-05,2.2137E-05
Die at home,"0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Die at home,"0",not isolated,"Low-risk","non-vaccinated",0,2.19428E-10,5.26323E-08,8.48684E-07,4.8728E-06,1.63601E-05,3.97728E-05,7.82533E-05,0.000133017
Die at home,"1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Die at home,"1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Die at home,"1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Die at home,"1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Die at home,"1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Die at home,"1",not isolated,"High-risk","non-vaccinated",0,1.13849E-10,2.7308E-08,4.40335E-07,2.52823E-06,8.48833E-06,2.06359E-05,4.06013E-05,6.90154E-05
Die at home,"1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Die at home,"1",not isolated,"Low-risk","non-vaccinated",0,1.39975E-06,2.95901E-05,0.000121152,0.000274454,0.000467267,0.000679154,0.000898119,0.0011199
Die at home,"2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Die at home,"2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Die at home,"2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Die at home,"2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Die at home,"2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Die at home,"2",not isolated,"High-risk","non-vaccinated",0,2.29847E-11,5.51312E-09,8.88979E-08,5.10416E-07,1.71368E-06,4.16612E-06,8.19687E-06,1.39333E-05
Die at home,"2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Die at home,"2",not isolated,"Low-risk","non-vaccinated",0,1.21153E-10,2.90598E-08,4.68583E-07,2.69042E-06,9.03286E-06,2.19597E-05,4.32059E-05,7.34428E-05
Die in hospital,"0","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Die in hospital,"0","High-risk","non-vaccinated",,0,2.9949E-15,8.40353E-12,5.40403E-10,8.12831E-09,5.68201E-08,2.48312E-07,7.91924E-07,2.01836E-06
Die in hospital,"0","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Die in hospital,"0","Low-risk","non-vaccinated",,0,1.79958E-14,5.04953E-11,3.24719E-09,4.88416E-08,3.41422E-07,1.49206E-06,4.75853E-06,1.21279E-05
Die in hospital,"1","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Die in hospital,"1","High-risk","non-vaccinated",,0,9.33705E-15,2.61992E-11,1.68479E-09,2.53412E-08,1.77145E-07,7.7415E-07,2.46894E-06,6.29252E-06
Die in hospital,"1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Die in hospital,"1","Low-risk","non-vaccinated",,0,3.99401E-10,9.74115E-08,1.59994E-06,9.37264E-06,3.21525E-05,7.99437E-05,0.00016091,0.000279636
Die in hospital,"2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Die in hospital,"2","High-risk","non-vaccinated",,0,1.88503E-15,5.28928E-12,3.40136E-10,5.11606E-09,3.57632E-08,1.56291E-07,4.98446E-07,1.27038E-06
Die in hospital,"2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Die in hospital,"2","Low-risk","non-vaccinated",,0,9.93603E-15,2.78799E-11,1.79287E-09,2.69669E-08,1.88509E-07,8.23812E-07,2.62733E-06,6.6962E-06
"distancing-option",,,,,0
"distancing-reduction",,,,,0.25
E days,,,,,0,5.51991,5.51991,5.51991,5.51991,5.51991,5.51991,5.51991,5.51991
"effective-R",,,,,0,0.594846,1.14501,1.6274,2.02439,2.33856,2.58659,2.78746,2.70774
episodeless susceptible,"0","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
episodeless susceptible,"0","High-risk","non-vaccinated",,170,169.996,169.992,169.987,169.982,169.976,169.969,169.961,169.952
episodeless susceptible,"0","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
episodeless susceptible,"0","Low-risk","non-vaccinated",,4086,4085.9,4085.8,4085.68,4085.56,4085.42,4085.25,4085.06,4084.83
episodeless susceptible,"1","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
episodeless susceptible,"1","High-risk","non-vaccinated",,530,529.987,529.974,529.959,529.943,529.924,529.903,529.878,529.849
episodeless susceptible,"1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
episodeless susceptible,"1","Low-risk","non-vaccinated",,12722,12721.7,12721.4,12721,12720.6,12720.2,12719.7,12719.1,12718.4
episodeless susceptible,"2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
episodeless susceptible,"2","High-risk","non-vaccinated",,107,106.997,106.995,106.992,106.988,106.985,106.98,106.975,106.969
episodeless susceptible,"2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
episodeless susceptible,"2","Low-risk","non-vaccinated",,2256,2255.95,2255.89,2255.83,2255.76,2255.68,2255.59,2255.48,2255.36
"expected-hospital-outflow",,,,,0,1.03646E-09,2.55477E-07,4.2555E-06,2.54007E-05,8.92816E-05,0.000228833,0.000477633,0.000865383
Exposed,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposed,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Exposed,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposed,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Exposed,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposed,"0",not isolated,"High-risk","non-vaccinated",0,0.00405034,0.00818894,0.0122555,0.0162323,0.0202275,0.0244144,0.0289832,0.034117
Exposed,"0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposed,"0",not isolated,"Low-risk","non-vaccinated",0,0.0973512,0.196824,0.294564,0.390147,0.486173,0.586807,0.69662,0.820013
Exposed,"1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposed,"1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Exposed,"1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposed,"1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Exposed,"1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposed,"1",not isolated,"High-risk","non-vaccinated",0,0.0126275,0.0255302,0.0382083,0.0506065,0.0630621,0.0761155,0.0903595,0.106365
Exposed,"1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposed,"1",not isolated,"Low-risk","non-vaccinated",1,1.12276,1.26054,1.41202,1.58205,1.77976,2.01582,2.30059,2.64358
Exposed,"2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposed,"2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Exposed,"2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposed,"2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Exposed,"2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposed,"2",not isolated,"High-risk","non-vaccinated",0,0.00254933,0.00515422,0.00771375,0.0102168,0.0127314,0.0153667,0.0182424,0.0214737
Exposed,"2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposed,"2",not isolated,"Low-risk","non-vaccinated",0,0.0537504,0.108672,0.162638,0.215412,0.26843,0.323993,0.384624,0.452753
Exposing,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposing,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Exposing,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposing,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Exposing,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposing,"0",not isolated,"High-risk","non-vaccinated",0.003944,0.00419977,0.00451152,0.00495217,0.00556896,0.00638235,0.00739895,0.00862349,0.0100667
Exposing,"0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposing,"0",not isolated,"Low-risk","non-vaccinated",0.0947952,0.100943,0.108436,0.119027,0.133852,0.153402,0.177836,0.207268,0.241955
Exposing,"1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposing,"1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Exposing,"1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposing,"1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Exposing,"1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposing,"1",not isolated,"High-risk","non-vaccinated",0.012296,0.0130934,0.0140653,0.0154391,0.017362,0.0198979,0.0230673,0.026885,0.0313843
Exposing,"1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposing,"1",not isolated,"Low-risk","non-vaccinated",0.29515,0.314291,0.337621,0.370597,0.416754,0.477625,0.553703,0.645342,0.753343
Exposing,"2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposing,"2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Exposing,"2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposing,"2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Exposing,"2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposing,"2",not isolated,"High-risk","non-vaccinated",0.0024824,0.00264339,0.0028396,0.00311696,0.00350517,0.00401713,0.00465699,0.00542773,0.00633608
Exposing,"2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Exposing,"2",not isolated,"Low-risk","non-vaccinated",0.0523392,0.0557334,0.0598705,0.0657182,0.0739033,0.0846976,0.0981885,0.114439,0.133591
FINAL TIME,,,,,200,200,200,200,200,200,200,200,200
Fix variable,,,,,1
"found-and-isolate",,,,,0.4
Getting informed of infection,"0","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Getting informed of infection,"0","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
Getting informed of infection,"0","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Getting informed of infection,"0","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
Getting informed of infection,"1","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Getting informed of infection,"1","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
Getting informed of infection,"1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Getting informed of infection,"1","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
Getting informed of infection,"2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Getting informed of infection,"2","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
Getting informed of infection,"2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Getting informed of infection,"2","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
HC LoS,,,,,0,8.08134,8.11679,8.1939,8.30141,8.42052,8.53578,8.6387,8.72664
"high-risk-shielding?",,,,,1
"Hospital IFR%",,,,,31.87,31.87,31.87,31.87,31.87,31.87,31.87,31.87,31.87
Hospitalisation,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Hospitalisation,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Hospitalisation,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Hospitalisation,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Hospitalisation,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Hospitalisation,"0",not isolated,"High-risk","non-vaccinated",0,3.6126E-10,8.37277E-08,1.30278E-06,7.21514E-06,2.33753E-05,5.48907E-05,0.000104479,0.000172163
Hospitalisation,"0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Hospitalisation,"0",not isolated,"Low-risk","non-vaccinated",0,2.17075E-09,5.03105E-07,7.82815E-06,4.33545E-05,0.000140458,0.000329828,0.000627794,0.0010345
Hospitalisation,"1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Hospitalisation,"1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Hospitalisation,"1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Hospitalisation,"1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Hospitalisation,"1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Hospitalisation,"1",not isolated,"High-risk","non-vaccinated",0,1.12628E-09,2.61033E-07,4.0616E-06,2.24943E-05,7.28759E-05,0.00017113,0.000325728,0.000536745
Hospitalisation,"1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Hospitalisation,"1",not isolated,"Low-risk","non-vaccinated",0,1.36249E-05,0.000272679,0.00105452,0.00226029,0.00365791,0.00508609,0.00648097,0.00784434
Hospitalisation,"2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Hospitalisation,"2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Hospitalisation,"2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Hospitalisation,"2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Hospitalisation,"2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Hospitalisation,"2",not isolated,"High-risk","non-vaccinated",0,2.27381E-10,5.26992E-08,8.19983E-07,4.5413E-06,1.47127E-05,3.45488E-05,6.57601E-05,0.000108362
Hospitalisation,"2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Hospitalisation,"2",not isolated,"Low-risk","non-vaccinated",0,1.19853E-09,2.77779E-07,4.32215E-06,2.39373E-05,7.75509E-05,0.000182108,0.000346624,0.000571178
Hospitalised,"0","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Hospitalised,"0","High-risk","non-vaccinated",,0,3.46812E-11,1.91934E-08,5.02232E-07,4.07373E-06,1.79105E-05,5.432E-05,0.000128842,0.000257228
Hospitalised,"0","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Hospitalised,"0","Low-risk","non-vaccinated",,0,2.08393E-10,1.1533E-07,3.01782E-06,2.44783E-05,0.000107621,0.000326399,0.000774191,0.00154564
Hospitalised,"1","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Hospitalised,"1","High-risk","non-vaccinated",,0,1.08124E-10,5.98383E-08,1.56578E-06,1.27004E-05,5.58386E-05,0.000169351,0.000401685,0.000801947
Hospitalised,"1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Hospitalised,"1","Low-risk","non-vaccinated",,0,2.13101E-06,0.000105452,0.00071226,0.00229468,0.00510155,0.00914889,0.0143236,0.0204753
Hospitalised,"2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Hospitalised,"2","High-risk","non-vaccinated",,0,2.18287E-11,1.20806E-08,3.16111E-07,2.56405E-06,1.12731E-05,3.41896E-05,8.10949E-05,0.000161903
Hospitalised,"2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Hospitalised,"2","Low-risk","non-vaccinated",,0,1.1506E-10,6.3677E-08,1.66623E-06,1.35152E-05,5.94207E-05,0.000180215,0.000427453,0.000853393
"HR-shield-duration",,,,,32
I days,,,,,0,9.32432,9.32309,9.32097,9.31852,9.31613,9.31401,9.31221,9.3107
"IC-isolation-duration",,,,,14
Immune,"0","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Immune,"0","High-risk","non-vaccinated",,0,7.77112E-10,9.58113E-08,1.44454E-06,9.2385E-06,3.67288E-05,0.000107956,0.000257915,0.000530583
Immune,"0","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Immune,"0","Low-risk","non-vaccinated",,0,2.23779E-08,2.75896E-06,4.1592E-05,0.000265918,0.00105656,0.00310258,0.0074024,0.0152022
Immune,"1","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Immune,"1","High-risk","non-vaccinated",,0,2.42276E-09,2.98706E-07,4.50356E-06,2.88024E-05,0.000114508,0.00033657,0.000804087,0.00165417
Immune,"1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Immune,"1","Low-risk","non-vaccinated",,0,0.117569,0.234482,0.350682,0.467395,0.586625,0.710718,0.84217,0.983566
Immune,"2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Immune,"2","High-risk","non-vaccinated",,0,4.89124E-10,6.03048E-08,9.0921E-07,5.81482E-06,2.31176E-05,6.7949E-05,0.000162335,0.000333955
Immune,"2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Immune,"2","Low-risk","non-vaccinated",,0,1.23555E-08,1.5233E-06,2.29642E-05,0.000146821,0.000583358,0.00171302,0.00408708,0.0083936
"immune-loss-when",,,,,12
"immune-mild",,,,,1
"immune-severe",,,,,1
"immunity-duration",,,,,84,84,84,84,84,84,84,84,84
impact,,,,,0.000150951,0.000174879,0.000200435,0.000228167,0.000258986,0.000293995,0.000334375,0.000381333,0.000436118
incidence,,,,,2.31965E-05,2.47008E-05,2.65343E-05,2.9126E-05,3.27536E-05,3.75376E-05,4.35167E-05,5.07188E-05,5.92068E-05
increase lost immunity,"0","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
increase lost immunity,"0","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
increase lost immunity,"0","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
increase lost immunity,"0","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
increase lost immunity,"1","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
increase lost immunity,"1","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
increase lost immunity,"1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
increase lost immunity,"1","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
increase lost immunity,"2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
increase lost immunity,"2","High-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
increase lost immunity,"2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
increase lost immunity,"2","Low-risk","non-vaccinated",,0,0,0,0,0,0,0,0,0
"Increase tot-days-infectious",,,,,1.68926,1.73564,1.95476,2.3337,2.81233,3.34964,3.93492,4.58011,5.30921
"Increase week-E",,,,,0.461007,0.490904,0.527343,0.578851,0.650945,0.746022,0.864851,1.00798,1.17668
Infection becomes severe,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infection becomes severe,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infection becomes severe,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infection becomes severe,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infection becomes severe,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infection becomes severe,"0",not isolated,"High-risk","non-vaccinated",0,3.6126E-10,8.37277E-08,1.30278E-06,7.21514E-06,2.33753E-05,5.48907E-05,0.000104479,0.000172163
Infection becomes severe,"0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infection becomes severe,"0",not isolated,"Low-risk","non-vaccinated",0,2.17075E-09,5.03105E-07,7.82815E-06,4.33545E-05,0.000140458,0.000329828,0.000627794,0.0010345
Infection becomes severe,"1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infection becomes severe,"1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infection becomes severe,"1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infection becomes severe,"1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infection becomes severe,"1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infection becomes severe,"1",not isolated,"High-risk","non-vaccinated",0,1.12628E-09,2.61033E-07,4.0616E-06,2.24943E-05,7.28759E-05,0.00017113,0.000325728,0.000536745
Infection becomes severe,"1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infection becomes severe,"1",not isolated,"Low-risk","non-vaccinated",0,1.36249E-05,0.000272679,0.00105452,0.00226029,0.00365791,0.00508609,0.00648097,0.00784434
Infection becomes severe,"2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infection becomes severe,"2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infection becomes severe,"2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infection becomes severe,"2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infection becomes severe,"2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infection becomes severe,"2",not isolated,"High-risk","non-vaccinated",0,2.27381E-10,5.26992E-08,8.19983E-07,4.5413E-06,1.47127E-05,3.45488E-05,6.57601E-05,0.000108362
Infection becomes severe,"2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infection becomes severe,"2",not isolated,"Low-risk","non-vaccinated",0,1.19853E-09,2.77779E-07,4.32215E-06,2.39373E-05,7.75509E-05,0.000182108,0.000346624,0.000571178
Infectious,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious,"0",not isolated,"High-risk","non-vaccinated",0,1.79631E-05,0.000224518,0.000871297,0.00212263,0.00403682,0.00660263,0.00978135,0.0135385
Infectious,"0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious,"0",not isolated,"Low-risk","non-vaccinated",0,0.000431747,0.00539629,0.0209451,0.0510564,0.0972165,0.159304,0.236569,0.328354
Infectious,"1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious,"1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious,"1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious,"1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious,"1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious,"1",not isolated,"High-risk","non-vaccinated",0,5.60028E-05,0.000699969,0.0027164,0.00661762,0.0125854,0.0205847,0.0304948,0.0422081
Infectious,"1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
